Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
15/04/2021,2021,BMW i3,35147,1,Asia,Japan,Wholesale
13/02/2021,2021,BMW 5 Series,277996,4,Asia,Japan,Wholesale
13/03/2021,2021,BMW M5,129740,1,Asia,Japan,Wholesale
08/05/2021,2021,BMW X1,285010,6,Asia,Japan,Dealership
05/06/2021,2021,BMW 3 Series,375091,7,Asia,Japan,Wholesale
07/12/2021,2021,BMW X1,375662,8,Asia,Japan,Dealership
02/12/2021,2021,BMW X3,172578,3,Asia,Japan,Online
06/04/2021,2021,BMW M3,74344,1,Asia,Japan,Dealership
01/12/2021,2021,BMW X5,193120,3,Asia,Japan,Dealership
20/07/2021,2021,BMW X1,276304,6,Asia,Japan,Dealership
10/09/2021,2021,BMW X4,115947,2,Asia,Japan,Online
27/02/2021,2021,BMW 5 Series,209521,3,Asia,Japan,Online
06/09/2021,2021,BMW X7,329399,4,Asia,Japan,Online
11/03/2021,2021,BMW X3,324882,7,Asia,Japan,Wholesale
11/09/2021,2021,BMW 3 Series,468134,11,Asia,Japan,Wholesale
01/02/2021,2021,BMW X5,202996,3,Asia,Japan,Online
27/01/2021,2021,BMW 4 Series,155462,3,Asia,Japan,Dealership
02/07/2021,2021,BMW X5,328796,5,Asia,Japan,Wholesale
30/01/2021,2021,BMW 1 Series,82371,2,Asia,Japan,Wholesale
28/08/2021,2021,BMW X2,140784,3,Asia,Japan,Wholesale
16/02/2021,2021,BMW X5,195050,3,Asia,Japan,Dealership
17/07/2021,2021,BMW 3 Series,106160,2,Asia,Thailand,Dealership
21/12/2021,2021,BMW 5 Series,126322,2,Asia,Thailand,Dealership
12/11/2021,2021,BMW X1,158128,4,Asia,Thailand,Wholesale
20/12/2021,2021,BMW 7 Series,126960,1,Asia,Thailand,Online
02/06/2021,2021,BMW 5 Series,118892,2,Asia,Thailand,Wholesale
02/01/2021,2021,BMW X3,99846,2,Asia,Thailand,Wholesale
15/07/2021,2021,BMW X2,80992,2,Asia,Thailand,Wholesale
17/01/2021,2021,BMW X7,96870,1,Asia,Thailand,Online
28/08/2021,2021,BMW iX3,60902,1,Asia,Thailand,Wholesale
03/07/2021,2021,BMW X6,88045,1,Asia,Thailand,Online
26/05/2021,2021,BMW 8 Series,104962,1,Asia,Thailand,Dealership
07/01/2021,2021,BMW 4 Series,104186,2,Asia,Thailand,Wholesale
12/12/2021,2021,BMW X3,94184,2,Asia,Thailand,Dealership
10/11/2021,2021,BMW 3 Series,222774,4,Asia,Thailand,Wholesale
13/05/2021,2021,BMW M5,113859,1,Asia,Thailand,Dealership
05/03/2021,2021,BMW X7,81350,1,Asia,Thailand,Wholesale
16/04/2021,2021,BMW X5,221988,3,Asia,Thailand,Online
25/12/2021,2021,BMW X5,163326,2,Asia,Thailand,Online
14/07/2021,2021,BMW 3 Series,210990,4,Asia,Thailand,Online
15/05/2021,2021,BMW X1,133107,3,Asia,Thailand,Dealership
27/01/2021,2021,BMW 3 Series,105009,2,Asia,Thailand,Dealership
23/07/2021,2021,BMW 7 Series,120090,1,Asia,Thailand,Online
15/11/2021,2021,BMW 3 Series,145949,3,Asia,Thailand,Dealership
08/02/2021,2021,BMW X3,156957,3,Asia,Thailand,Dealership
28/08/2021,2021,BMW X1,136450,3,Asia,Thailand,Dealership
19/03/2021,2021,BMW X5,224152,3,Asia,Thailand,Online
07/06/2021,2021,BMW 3 Series,203749,4,Asia,Thailand,Dealership
08/05/2021,2021,BMW 3 Series,147716,3,Asia,Thailand,Wholesale
25/11/2021,2021,BMW 3 Series,157709,3,Asia,Thailand,Dealership
01/05/2021,2021,BMW X3,111436,2,Asia,Thailand,Wholesale
31/07/2021,2021,BMW X7,80085,1,Asia,Thailand,Wholesale
04/04/2021,2021,BMW 3 Series,111728,2,Asia,Thailand,Dealership
25/05/2021,2021,BMW X3,232592,5,Asia,Thailand,Dealership
13/10/2021,2021,BMW X4,132979,2,Asia,Thailand,Dealership
15/04/2021,2021,BMW X2,40893,1,Asia,Thailand,Dealership
28/12/2021,2021,BMW M3,74086,1,Asia,Thailand,Online
14/08/2021,2021,BMW 3 Series,163942,3,Asia,Thailand,Online
17/07/2021,2021,BMW 8 Series,112675,1,Asia,Thailand,Dealership
02/10/2021,2021,BMW M2,62568,1,Asia,Thailand,Online
01/01/2021,2021,BMW X3,100533,2,Asia,Thailand,Dealership
08/09/2021,2021,BMW 3 Series,168758,3,Asia,Thailand,Dealership
20/11/2021,2021,BMW 3 Series,89147,2,Asia,Thailand,Wholesale
04/10/2021,2021,BMW 3 Series,86780,2,Asia,Thailand,Wholesale
04/02/2021,2021,BMW X1,155887,4,Asia,Thailand,Wholesale
13/12/2021,2021,BMW X1,86972,2,Asia,Thailand,Online
21/08/2021,2021,BMW X2,40396,1,Asia,Thailand,Wholesale
23/01/2021,2021,BMW X1,95524,2,Asia,Thailand,Wholesale
06/09/2021,2021,BMW 2 Series,36618,1,Asia,Thailand,Dealership
03/06/2021,2021,BMW X3,105668,2,Asia,Thailand,Wholesale
30/10/2021,2021,BMW X5,128186,2,Asia,Thailand,Online
08/05/2021,2021,BMW 5 Series,126299,2,Asia,Thailand,Dealership
27/08/2021,2021,BMW X3,95515,2,Asia,Thailand,Wholesale
28/07/2021,2021,BMW 3 Series,198728,4,Asia,Thailand,Online
22/02/2021,2021,BMW 4 Series,61368,1,Asia,Thailand,Online
05/04/2021,2021,BMW X4,111396,2,Asia,Thailand,Dealership
24/02/2021,2021,BMW M8,135069,1,Asia,Thailand,Dealership
24/09/2021,2021,BMW X5,197467,3,Asia,Thailand,Dealership
18/04/2021,2021,BMW 1 Series,134026,3,South America,Brazil,Online
11/01/2021,2021,BMW 1 Series,86058,2,South America,Brazil,Dealership
08/11/2021,2021,BMW M5,121401,1,South America,Brazil,Dealership
05/03/2021,2021,BMW X6,86927,1,South America,Brazil,Wholesale
17/07/2021,2021,BMW X5,236505,3,South America,Brazil,Dealership
18/12/2021,2021,BMW 4 Series,159939,3,South America,Brazil,Online
12/08/2021,2021,BMW X2,100143,2,South America,Brazil,Wholesale
15/03/2021,2021,BMW X7,178651,2,South America,Brazil,Dealership
12/11/2021,2021,BMW X5,249401,3,South America,Brazil,Online
20/03/2021,2021,BMW 8 Series,120905,1,South America,Brazil,Online
27/11/2021,2021,BMW M3,79384,1,South America,Brazil,Wholesale
06/11/2021,2021,BMW 3 Series,387840,7,South America,Brazil,Wholesale
12/06/2021,2021,BMW 3 Series,217714,4,South America,Brazil,Dealership
04/12/2021,2021,BMW X1,278030,7,South America,Brazil,Dealership
20/07/2021,2021,BMW X6,172921,2,South America,Brazil,Dealership
23/10/2021,2021,BMW 2 Series,48465,1,South America,Brazil,Wholesale
30/01/2021,2021,BMW 5 Series,190937,3,South America,Brazil,Online
09/10/2021,2021,BMW X5,255022,3,South America,Brazil,Dealership
30/01/2021,2021,BMW X4,216539,3,South America,Brazil,Online
03/08/2021,2021,BMW X1,277060,6,South America,Brazil,Dealership
19/05/2021,2021,BMW X2,82592,2,South America,Brazil,Dealership
02/06/2021,2021,BMW 5 Series,153936,2,South America,Brazil,Online
29/07/2021,2021,BMW X6,88865,1,South America,Brazil,Online
15/02/2021,2021,BMW X3,198348,3,South America,Brazil,Wholesale
20/11/2021,2021,BMW 3 Series,229366,4,South America,Brazil,Dealership
25/04/2021,2021,BMW 5 Series,219513,3,South America,Brazil,Dealership
05/10/2021,2021,BMW M3,95870,1,South America,Brazil,Wholesale
02/06/2021,2021,BMW 1 Series,72518,2,South America,Brazil,Wholesale
25/02/2021,2021,BMW 7 Series,241950,2,South America,Brazil,Dealership
10/09/2021,2021,BMW X3,282731,5,South America,Brazil,Wholesale
05/03/2021,2021,BMW M8,143392,1,South America,Brazil,Wholesale
15/06/2021,2021,BMW 4 Series,304968,5,South America,Brazil,Online
19/10/2021,2021,BMW X7,284214,3,South America,Brazil,Dealership
02/08/2021,2021,BMW 3 Series,187714,4,South America,Brazil,Wholesale
09/09/2021,2021,BMW i4,68689,1,South America,Brazil,Dealership
02/06/2021,2021,BMW M2,80272,1,South America,Brazil,Dealership
14/05/2021,2021,BMW 1 Series,104988,3,South America,Brazil,Online
27/09/2021,2021,BMW 2 Series,39465,1,South America,Brazil,Dealership
31/05/2021,2021,BMW 3 Series,202834,4,South America,Brazil,Wholesale
19/06/2021,2021,BMW M4,90145,1,South America,Brazil,Dealership
05/07/2021,2021,BMW X3,360608,6,South America,Brazil,Dealership
28/08/2021,2021,BMW X4,141985,2,South America,Brazil,Wholesale
15/02/2021,2021,BMW X7,90856,1,South America,Brazil,Dealership
05/09/2021,2021,BMW 4 Series,339438,6,South America,Brazil,Wholesale
28/11/2021,2021,BMW X1,267980,6,South America,Brazil,Online
24/01/2021,2021,BMW 2 Series,141139,3,South America,Brazil,Dealership
23/03/2021,2021,BMW X5,329203,4,South America,Brazil,Online
22/06/2021,2021,BMW i3,96090,2,South America,Brazil,Wholesale
07/08/2021,2021,BMW 5 Series,275623,4,South America,Brazil,Wholesale
07/05/2021,2021,BMW X5,312590,4,South America,Brazil,Dealership
22/07/2021,2021,BMW X5,243615,3,South America,Brazil,Wholesale
07/06/2021,2021,BMW 7 Series,200135,2,South America,Brazil,Wholesale
14/08/2021,2021,BMW X5,222874,3,South America,Brazil,Dealership
25/05/2021,2021,BMW 5 Series,178295,3,South America,Brazil,Online
25/08/2021,2021,BMW X3,391700,6,South America,Brazil,Wholesale
15/07/2021,2021,BMW 5 Series,221452,3,South America,Brazil,Online
23/02/2021,2021,BMW Z4,58477,1,South America,Brazil,Wholesale
27/01/2021,2021,BMW X1,270311,6,South America,Brazil,Wholesale
21/05/2021,2021,BMW 1 Series,268628,6,South America,Brazil,Dealership
07/09/2021,2021,BMW 2 Series,111034,2,South America,Brazil,Dealership
09/03/2021,2021,BMW X1,130807,3,South America,Brazil,Dealership
10/03/2021,2021,BMW X1,263494,6,South America,Brazil,Online
04/05/2021,2021,BMW 3 Series,243168,5,South America,Brazil,Dealership
09/07/2021,2021,BMW X2,125135,3,South America,Brazil,Wholesale
07/08/2021,2021,BMW X4,211302,3,South America,Brazil,Wholesale
14/03/2021,2021,BMW 2 Series,107481,2,South America,Brazil,Dealership
29/05/2021,2021,BMW 3 Series,272309,5,South America,Brazil,Dealership
03/01/2021,2021,BMW X2,136398,3,South America,Brazil,Dealership
22/06/2021,2021,BMW X7,194219,2,South America,Brazil,Wholesale
22/03/2021,2021,BMW 4 Series,395512,6,South America,Brazil,Online
03/09/2021,2021,BMW X5,177621,2,South America,Brazil,Wholesale
29/03/2021,2021,BMW 3 Series,379254,7,South America,Brazil,Dealership
17/02/2021,2021,BMW X1,304654,6,South America,Brazil,Dealership
11/06/2021,2021,BMW 1 Series,127949,4,South America,Brazil,Online
23/04/2021,2021,BMW X3,387356,6,South America,Brazil,Online
08/09/2021,2021,BMW i3,83695,2,South America,Brazil,Online
21/06/2021,2021,BMW 4 Series,170742,3,South America,Brazil,Dealership
02/04/2021,2021,BMW i3,38142,1,South America,Brazil,Wholesale
25/04/2021,2021,BMW iX3,60854,1,South America,Brazil,Wholesale
15/10/2021,2021,BMW X5,222871,3,South America,Brazil,Online
20/05/2021,2021,BMW 5 Series,264619,4,South America,Brazil,Online
07/12/2021,2021,BMW 3 Series,264424,5,South America,Brazil,Dealership
20/11/2021,2021,BMW 1 Series,173665,4,South America,Brazil,Online
24/12/2021,2021,BMW 1 Series,83818,2,South America,Brazil,Online
15/12/2021,2021,BMW 5 Series,167053,2,South America,Brazil,Online
19/06/2021,2021,BMW 3 Series,254133,5,South America,Brazil,Wholesale
14/04/2021,2021,BMW 3 Series,241913,4,South America,Brazil,Online
28/05/2021,2021,BMW 3 Series,245930,5,South America,Brazil,Online
15/09/2021,2021,BMW 7 Series,221843,2,South America,Brazil,Wholesale
27/03/2021,2021,BMW 1 Series,73687,2,South America,Brazil,Wholesale
23/02/2021,2021,BMW X1,159074,4,South America,Brazil,Online
13/09/2021,2021,BMW 3 Series,170603,3,South America,Brazil,Dealership
07/11/2021,2021,BMW X3,237755,4,South America,Brazil,Dealership
13/03/2021,2021,BMW 7 Series,238515,2,South America,Brazil,Wholesale
25/09/2021,2021,BMW 3 Series,334298,7,South America,Brazil,Dealership
08/07/2021,2021,BMW M2,75962,1,South America,Brazil,Online
16/01/2021,2021,BMW X1,234500,5,South America,Brazil,Wholesale
25/12/2021,2021,BMW M3,89745,1,South America,Brazil,Dealership
11/06/2021,2021,BMW 3 Series,373151,6,South America,Brazil,Dealership
21/10/2021,2021,BMW X1,253840,6,South America,Brazil,Dealership
08/08/2021,2021,BMW 5 Series,311940,4,South America,Brazil,Online
04/11/2021,2021,BMW X4,136822,2,South America,Brazil,Wholesale
24/04/2021,2021,BMW X3,241650,4,South America,Brazil,Wholesale
03/04/2021,2021,BMW 1 Series,95077,3,South America,Brazil,Dealership
09/04/2021,2021,BMW X1,127599,3,South America,Brazil,Dealership
27/01/2021,2021,BMW X1,136122,3,South America,Brazil,Online
11/09/2021,2021,BMW 2 Series,151880,3,South America,Brazil,Dealership
30/11/2021,2021,BMW 3 Series,302585,6,South America,Brazil,Wholesale
30/11/2021,2021,BMW 5 Series,270936,4,South America,Argentina,Dealership
09/11/2021,2021,BMW 4 Series,158852,3,South America,Argentina,Dealership
02/08/2021,2021,BMW X1,206556,5,South America,Argentina,Dealership
20/02/2021,2021,BMW 5 Series,241741,3,South America,Argentina,Dealership
14/06/2021,2021,BMW X3,295908,6,South America,Argentina,Dealership
03/01/2021,2021,BMW 3 Series,189472,4,South America,Argentina,Dealership
20/02/2021,2021,BMW X7,214908,2,South America,Argentina,Online
01/10/2021,2021,BMW X3,256674,4,South America,Argentina,Wholesale
28/07/2021,2021,BMW X3,375942,6,South America,Argentina,Online
05/02/2021,2021,BMW 5 Series,343843,5,South America,Argentina,Dealership
04/07/2021,2021,BMW iX,117608,1,South America,Argentina,Online
06/05/2021,2021,BMW 1 Series,63380,2,South America,Argentina,Online
30/10/2021,2021,BMW X2,129480,3,South America,Argentina,Wholesale
22/12/2021,2021,BMW X3,411392,8,South America,Argentina,Wholesale
25/06/2021,2021,BMW X1,251936,6,South America,Argentina,Wholesale
13/11/2021,2021,BMW 5 Series,214935,3,South America,Argentina,Dealership
11/05/2021,2021,BMW 3 Series,361872,6,South America,Argentina,Wholesale
08/10/2021,2021,BMW 5 Series,481238,6,South America,Argentina,Online
16/07/2021,2021,BMW Z4,68912,1,South America,Argentina,Wholesale
17/01/2021,2021,BMW X2,142714,3,South America,Argentina,Wholesale
19/02/2021,2021,BMW 3 Series,246491,4,South America,Argentina,Online
09/07/2021,2021,BMW 7 Series,224920,2,South America,Argentina,Wholesale
27/02/2021,2021,BMW X6,169361,2,South America,Argentina,Dealership
06/01/2021,2021,BMW 3 Series,201139,4,South America,Argentina,Dealership
29/11/2021,2021,BMW X1,369541,8,South America,Argentina,Dealership
01/08/2021,2021,BMW iX3,125160,2,South America,Argentina,Dealership
15/08/2021,2021,BMW X3,60663,1,South America,Argentina,Online
11/06/2021,2021,BMW X1,242242,5,South America,Argentina,Wholesale
14/05/2021,2021,BMW 5 Series,77151,1,South America,Argentina,Wholesale
18/08/2021,2021,BMW X1,274966,6,South America,Argentina,Online
14/04/2021,2021,BMW M8,292342,2,South America,Argentina,Wholesale
13/10/2021,2021,BMW 5 Series,297275,4,South America,Argentina,Dealership
23/08/2021,2021,BMW 4 Series,244781,4,South America,Argentina,Dealership
22/10/2021,2021,BMW X6,95671,1,South America,Argentina,Dealership
26/05/2021,2021,BMW 3 Series,233466,5,South America,Argentina,Dealership
08/08/2021,2021,BMW X3,259980,4,South America,Argentina,Dealership
20/01/2021,2021,BMW 4 Series,264042,4,South America,Argentina,Online
19/08/2021,2021,BMW X7,179620,2,South America,Argentina,Online
12/10/2021,2021,BMW X3,300302,6,South America,Argentina,Wholesale
16/10/2021,2021,BMW 4 Series,119097,2,South America,Argentina,Wholesale
10/05/2021,2021,BMW 5 Series,243995,3,South America,Argentina,Dealership
05/08/2021,2021,BMW 5 Series,227798,3,South America,Argentina,Dealership
07/01/2021,2021,BMW 5 Series,302270,4,South America,Argentina,Wholesale
03/01/2021,2021,BMW X3,503132,8,South America,Argentina,Online
22/12/2021,2021,BMW X6,176397,2,South America,Argentina,Online
20/04/2021,2021,BMW X1,186070,4,South America,Argentina,Dealership
29/09/2021,2021,BMW X1,218998,5,South America,Argentina,Online
24/07/2021,2021,BMW 8 Series,236999,2,South America,Argentina,Dealership
02/07/2021,2021,BMW M4,94112,1,South America,Argentina,Wholesale
28/07/2021,2021,BMW 2 Series,85214,2,South America,Argentina,Dealership
26/04/2021,2021,BMW 5 Series,309564,5,South America,Argentina,Wholesale
14/06/2021,2021,BMW 7 Series,118866,1,South America,Argentina,Dealership
18/04/2021,2021,BMW X2,48350,1,South America,Chile,Wholesale
30/10/2021,2021,BMW X1,393453,8,South America,Chile,Wholesale
17/07/2021,2021,BMW 3 Series,344159,6,South America,Chile,Dealership
26/02/2021,2021,BMW 3 Series,225917,4,South America,Chile,Online
03/04/2021,2021,BMW 1 Series,99966,3,South America,Chile,Dealership
06/03/2021,2021,BMW 3 Series,379426,7,South America,Chile,Dealership
14/12/2021,2021,BMW M4,100805,1,South America,Chile,Dealership
19/03/2021,2021,BMW 3 Series,199470,4,South America,Chile,Wholesale
25/09/2021,2021,BMW X3,188101,3,South America,Chile,Online
31/03/2021,2021,BMW X5,272965,3,South America,Chile,Dealership
12/11/2021,2021,BMW X3,296640,6,South America,Chile,Wholesale
02/11/2021,2021,BMW X7,218298,2,South America,Chile,Wholesale
25/03/2021,2021,BMW X2,82500,2,South America,Chile,Wholesale
19/07/2021,2021,BMW 3 Series,289639,5,South America,Chile,Wholesale
07/01/2021,2021,BMW 8 Series,124909,1,South America,Chile,Online
15/11/2021,2021,BMW 5 Series,265353,4,South America,Chile,Online
23/11/2021,2021,BMW 2 Series,165564,3,South America,Chile,Dealership
25/08/2021,2021,BMW X3,341159,7,South America,Chile,Online
16/04/2021,2021,BMW 3 Series,176613,3,South America,Chile,Online
09/10/2021,2021,BMW 7 Series,275573,2,South America,Chile,Online
30/01/2021,2021,BMW M8,339125,2,South America,Chile,Wholesale
20/06/2021,2021,BMW 7 Series,546506,4,South America,Chile,Dealership
12/09/2021,2021,BMW X3,196967,4,South America,Chile,Dealership
10/08/2021,2021,BMW 1 Series,127449,3,South America,Chile,Dealership
21/02/2021,2021,BMW 4 Series,249074,4,South America,Chile,Dealership
08/03/2021,2021,BMW X3,395246,7,South America,Chile,Dealership
06/03/2021,2021,BMW X3,420660,7,South America,Chile,Dealership
15/02/2021,2021,BMW M4,95142,1,South America,Chile,Dealership
09/04/2021,2021,BMW 5 Series,243713,3,South America,Chile,Dealership
19/04/2021,2021,BMW iX,213322,2,South America,Chile,Dealership
04/03/2021,2021,BMW X1,317631,8,South America,Chile,Online
20/09/2021,2021,BMW X3,151913,3,South America,Chile,Wholesale
09/12/2021,2021,BMW 3 Series,493198,10,South America,Chile,Online
01/09/2021,2021,BMW X5,357376,4,South America,Chile,Online
04/01/2021,2021,BMW 2 Series,119396,3,South America,Chile,Dealership
27/02/2021,2021,BMW i3,48875,1,South America,Chile,Wholesale
26/04/2021,2021,BMW 5 Series,291328,4,South America,Chile,Online
07/11/2021,2021,BMW 4 Series,172103,3,South America,Chile,Dealership
25/05/2021,2021,BMW X7,335004,3,South America,Chile,Online
19/06/2021,2021,BMW X3,329786,5,South America,Chile,Wholesale
27/02/2021,2021,BMW X3,269948,5,South America,Chile,Dealership
12/06/2021,2021,BMW 4 Series,304394,5,South America,Chile,Dealership
20/11/2021,2021,BMW 3 Series,361978,7,South America,Chile,Wholesale
03/11/2021,2021,BMW 7 Series,112305,1,South America,Colombia,Dealership
13/08/2021,2021,BMW X3,356662,6,South America,Colombia,Dealership
30/04/2021,2021,BMW 7 Series,461357,4,South America,Colombia,Dealership
17/01/2021,2021,BMW 7 Series,210163,2,South America,Colombia,Wholesale
09/04/2021,2021,BMW i3,48846,1,South America,Colombia,Online
04/10/2021,2021,BMW 3 Series,186607,3,South America,Colombia,Dealership
23/07/2021,2021,BMW iX3,143577,2,South America,Colombia,Dealership
21/05/2021,2021,BMW Z4,110272,2,South America,Colombia,Wholesale
12/12/2021,2021,BMW 7 Series,132030,1,South America,Colombia,Online
30/07/2021,2021,BMW X3,227221,4,South America,Colombia,Wholesale
01/02/2021,2021,BMW 3 Series,113365,2,South America,Colombia,Dealership
10/11/2021,2021,BMW 3 Series,474048,10,South America,Colombia,Online
28/09/2021,2021,BMW 5 Series,245880,3,South America,Colombia,Dealership
10/12/2021,2021,BMW 1 Series,167891,5,South America,Colombia,Wholesale
08/10/2021,2021,BMW X1,255426,5,South America,Colombia,Online
17/08/2021,2021,BMW X5,210423,3,South America,Colombia,Wholesale
26/07/2021,2021,BMW X3,57629,1,South America,Colombia,Online
03/07/2021,2021,BMW 4 Series,228686,4,South America,Colombia,Dealership
30/10/2021,2021,BMW 4 Series,168046,3,South America,Colombia,Online
25/07/2021,2021,BMW 3 Series,340779,6,South America,Colombia,Online
06/05/2021,2021,BMW X3,299148,6,South America,Colombia,Wholesale
22/09/2021,2021,BMW X5,174141,2,South America,Colombia,Dealership
13/08/2021,2021,BMW M5,136378,1,South America,Colombia,Online
13/01/2021,2021,BMW 5 Series,231574,3,South America,Colombia,Dealership
25/01/2021,2021,BMW 3 Series,248398,4,South America,Colombia,Dealership
30/05/2021,2021,BMW 3 Series,235619,5,South America,Colombia,Dealership
05/08/2021,2021,BMW X3,365753,6,South America,Colombia,Dealership
13/04/2021,2021,BMW 8 Series,196272,2,South America,Colombia,Dealership
15/08/2021,2021,BMW X1,87547,2,South America,Colombia,Wholesale
12/11/2021,2021,BMW X4,185068,3,South America,Colombia,Wholesale
11/06/2021,2021,BMW X3,338528,6,South America,Colombia,Dealership
02/01/2021,2021,BMW X3,249355,5,South America,Colombia,Online
21/06/2021,2021,BMW 3 Series,468782,8,South America,Colombia,Dealership
14/10/2021,2021,BMW X3,256704,5,South America,Colombia,Dealership
06/04/2021,2021,BMW M8,161076,1,South America,Colombia,Wholesale
26/05/2021,2021,BMW 7 Series,195982,2,South America,Colombia,Online
26/07/2021,2021,BMW 2 Series,170584,4,Africa,South Africa,Dealership
16/10/2021,2021,BMW 3 Series,455857,8,Africa,South Africa,Dealership
10/12/2021,2021,BMW 3 Series,419986,8,Africa,South Africa,Online
21/07/2021,2021,BMW X5,282883,4,Africa,South Africa,Wholesale
09/05/2021,2021,BMW 4 Series,123961,2,Africa,South Africa,Wholesale
08/12/2021,2021,BMW X3,350933,6,Africa,South Africa,Online
23/10/2021,2021,BMW X5,331000,4,Africa,South Africa,Wholesale
02/11/2021,2021,BMW X3,211850,4,Africa,South Africa,Dealership
03/05/2021,2021,BMW X4,123197,2,Africa,South Africa,Dealership
01/01/2021,2021,BMW 3 Series,255053,5,Africa,South Africa,Dealership
05/12/2021,2021,BMW 3 Series,406096,7,Africa,South Africa,Online
03/04/2021,2021,BMW X1,240760,5,Africa,South Africa,Wholesale
31/08/2021,2021,BMW 7 Series,482062,4,Africa,South Africa,Dealership
09/02/2021,2021,BMW X2,130518,3,Africa,South Africa,Dealership
05/11/2021,2021,BMW 3 Series,359915,6,Africa,South Africa,Dealership
08/01/2021,2021,BMW 5 Series,316819,4,Africa,South Africa,Dealership
30/01/2021,2021,BMW 3 Series,283779,5,Africa,South Africa,Wholesale
16/09/2021,2021,BMW X7,304745,3,Africa,South Africa,Dealership
11/06/2021,2021,BMW 5 Series,291903,4,Africa,South Africa,Online
28/01/2021,2021,BMW 7 Series,208931,2,Africa,South Africa,Online
13/03/2021,2021,BMW 2 Series,97468,2,Africa,South Africa,Online
11/05/2021,2021,BMW 5 Series,264900,4,Africa,South Africa,Online
07/04/2021,2021,BMW 3 Series,348692,7,Africa,South Africa,Wholesale
11/09/2021,2021,BMW 2 Series,129928,3,Africa,South Africa,Online
10/05/2021,2021,BMW 4 Series,324814,5,Africa,South Africa,Dealership
21/04/2021,2021,BMW X7,213109,2,Africa,South Africa,Wholesale
09/10/2021,2021,BMW 3 Series,365323,7,Africa,South Africa,Online
18/11/2021,2021,BMW X1,200273,4,Africa,South Africa,Wholesale
03/06/2021,2021,BMW 4 Series,215780,4,Africa,South Africa,Online
06/02/2021,2021,BMW X5,258808,3,Africa,South Africa,Dealership
12/06/2021,2021,BMW i3,137435,3,Africa,South Africa,Wholesale
29/08/2021,2021,BMW 5 Series,306493,4,Africa,South Africa,Dealership
12/06/2021,2021,BMW X1,39965,1,Africa,South Africa,Dealership
20/06/2021,2021,BMW X3,342701,6,Africa,South Africa,Dealership
08/03/2021,2021,BMW X1,146747,3,Africa,South Africa,Dealership
05/11/2021,2021,BMW 7 Series,106452,1,Africa,South Africa,Dealership
03/08/2021,2021,BMW 1 Series,191581,5,Africa,South Africa,Dealership
10/03/2021,2021,BMW M4,84350,1,Africa,South Africa,Dealership
05/06/2021,2021,BMW M5,378330,3,Africa,South Africa,Online
05/09/2021,2021,BMW 3 Series,278846,6,Africa,South Africa,Online
23/11/2021,2021,BMW 2 Series,87657,2,Africa,South Africa,Dealership
01/11/2021,2021,BMW 8 Series,125865,1,Africa,South Africa,Wholesale
17/04/2021,2021,BMW 3 Series,303795,5,Africa,South Africa,Wholesale
12/10/2021,2021,BMW 5 Series,284480,4,Africa,South Africa,Wholesale
16/05/2021,2021,BMW iX3,59990,1,Africa,South Africa,Wholesale
18/11/2021,2021,BMW 1 Series,121583,4,Africa,South Africa,Wholesale
10/12/2021,2021,BMW X3,321437,6,Africa,South Africa,Online
09/09/2021,2021,BMW M2,130155,2,Africa,South Africa,Wholesale
23/10/2021,2021,BMW M4,165346,2,Africa,South Africa,Wholesale
26/09/2021,2021,BMW 2 Series,53368,1,Africa,South Africa,Wholesale
07/07/2021,2021,BMW X3,267297,5,Africa,South Africa,Dealership
03/04/2021,2021,BMW i4,210703,3,Africa,South Africa,Dealership
28/03/2021,2021,BMW 3 Series,314739,6,Africa,South Africa,Online
11/12/2021,2021,BMW M8,151113,1,Africa,South Africa,Online
18/12/2021,2021,BMW 7 Series,261080,2,Africa,South Africa,Dealership
11/12/2021,2021,BMW 3 Series,421150,7,Africa,South Africa,Online
04/09/2021,2021,BMW 7 Series,264359,2,Africa,South Africa,Wholesale
18/11/2021,2021,BMW 4 Series,290531,6,Africa,South Africa,Online
16/01/2021,2021,BMW X2,154690,3,Africa,South Africa,Dealership
07/10/2021,2021,BMW 2 Series,157327,3,Africa,South Africa,Dealership
14/08/2021,2021,BMW 3 Series,327028,6,Africa,South Africa,Dealership
25/12/2021,2021,BMW X3,155606,3,Africa,South Africa,Wholesale
19/08/2021,2021,BMW 2 Series,240137,5,Africa,South Africa,Dealership
04/08/2021,2021,BMW M8,154971,1,Africa,South Africa,Online
16/02/2021,2021,BMW X7,297626,3,Africa,South Africa,Dealership
22/12/2021,2021,BMW 8 Series,226239,2,Africa,South Africa,Dealership
25/12/2021,2021,BMW 3 Series,491329,9,Africa,South Africa,Wholesale
18/02/2021,2021,BMW 3 Series,303634,6,Africa,South Africa,Dealership
05/10/2021,2021,BMW 8 Series,237872,2,Africa,South Africa,Online
22/09/2021,2021,BMW 3 Series,106796,2,Africa,South Africa,Online
21/03/2021,2021,BMW X7,438379,4,Africa,South Africa,Wholesale
02/08/2021,2021,BMW 3 Series,208763,4,Africa,South Africa,Dealership
14/08/2021,2021,BMW X1,127206,3,Africa,South Africa,Dealership
10/02/2021,2021,BMW 5 Series,228016,3,Africa,South Africa,Dealership
21/12/2021,2021,BMW 3 Series,235051,4,Africa,South Africa,Online
07/05/2021,2021,BMW 3 Series,268531,5,Africa,South Africa,Online
